"DATA_YEAR","OFFENSE_ID","INCIDENT_ID","OFFENSE_TYPE_ID","ATTEMPT_COMPLETE_FLAG","LOCATION_ID","NUM_PREMISES_ENTERED","METHOD_ENTRY_CODE"
2020,150576503,124327879,45,"C",1,,""
2020,150576567,124327944,51,"C",20,,""
2020,156996290,130106235,51,"C",20,,""
2020,156996300,130100804,23,"C",12,,""
2020,156996301,130106246,29,"C",20,,""
2020,156980585,130106246,51,"C",20,,""
2020,156980597,130100820,16,"C",18,,""
2020,156980599,130100820,35,"C",18,,""
2020,151632225,125181745,41,"C",12,,""
2020,151632248,125186343,27,"C",20,,""
2020,151632285,125186370,21,"C",20,,""
2020,151632298,125186375,51,"C",46,,""
2020,151623904,125186389,5,"C",20,,""
2020,151632467,125181921,51,"C",21,,""
2020,151624017,125186493,23,"C",21,,""
2020,151624018,125186493,51,"C",21,,""
2020,151624026,125181929,51,"C",20,,""
2020,151624023,125181929,27,"C",20,,""
2020,151624043,125186519,40,"C",18,,""
2020,151624052,125186524,51,"C",20,,""
2020,151624061,125181964,27,"C",8,,""
2020,151632549,125181982,5,"C",13,,""
2020,151624103,125181996,7,"C",20,,""
2020,151632584,125182003,28,"C",13,,""
2020,151632599,125182017,7,"C",18,,""
2020,151632617,125182033,23,"C",8,,""
2020,151632650,125186630,51,"C",14,,""
2020,151632671,125186660,45,"C",8,,""
2020,151632678,125182078,39,"C",20,,""
2020,151624206,125182078,5,"C",13,,""
2020,151624214,125186672,5,"C",20,,""
2020,151632706,125182094,23,"C",7,,""
2020,151624239,125182098,46,"C",20,,""
2020,151632721,125186707,51,"C",20,,""
2020,151624284,125186737,27,"C",20,,""
2020,151624286,125186737,5,"C",20,,""
2020,151632775,125182149,45,"C",8,,""
2020,151624322,125186768,45,"C",20,,""
2020,163180581,135582404,5,"C",20,,""
2020,163180583,135582404,27,"C",20,,""
2020,163185073,135582414,21,"C",25,,""
2020,163180601,135582422,51,"C",20,,""
2020,163185086,135579277,23,"C",12,,""
2020,163185094,135582430,23,"C",7,,""
2020,163180622,135579297,29,"C",20,,""
2020,163180624,135579297,51,"C",20,,""
2020,163185111,135582450,51,"C",20,,""
2020,163185125,135582462,8,"C",13,,""
2020,163185124,135582462,3,"C",13,,""
2020,163180682,135579337,5,"C",25,,""
2020,163180680,135582485,39,"C",13,,""
2020,163180681,135582485,16,"C",13,,""
2020,163185164,135582498,63,"A",25,,""
2020,163185166,135582502,51,"C",20,,""
2020,163185181,135582512,23,"C",7,,""
2020,163185196,135579381,5,"C",25,,""
2020,163185200,135582522,7,"C",18,,""
2020,163180743,135582537,56,"C",20,,""
2020,163185221,135579402,23,"C",23,,""
2020,163180755,135579411,63,"C",20,,""
2020,163180764,135579420,51,"C",20,,""
2020,163185255,135582569,23,"C",23,,""
2020,163180789,135579446,51,"C",25,,""
2020,163185281,135582587,51,"C",20,,""
2020,163185288,135582593,35,"C",13,,""
2020,163180814,135579482,23,"C",7,,""
2020,163185329,135582619,51,"C",20,,""
2020,163180837,135582631,5,"C",23,,""
2020,163185349,135582636,47,"C",20,,""
2020,163180855,135582652,51,"C",20,,""
2020,163180871,135582664,51,"C",20,,""
2020,163185378,135579542,39,"C",13,,""
2020,163185394,135582677,8,"C",20,,""
2020,153757526,127176803,49,"C",20,,"N"
2020,153753130,127173898,51,"C",13,,""
2020,153757203,127173911,51,"C",20,,""
2020,153757228,127173947,5,"C",20,,""
2020,153753179,127173947,51,"C",20,,""
2020,153753199,127173961,45,"C",20,,""
2020,153753201,127173961,5,"C",20,,""
2020,153753216,127173974,5,"C",13,,""
2020,153757261,127176585,45,"C",18,,""
2020,153757287,127176609,51,"C",5,,""
2020,153753314,127176615,45,"C",20,,""
2020,153753336,127176619,27,"C",20,,""
2020,153757306,127176626,45,"C",20,,""
2020,153753360,127174084,27,"C",20,,""
2020,153757314,127174084,51,"C",20,,""
2020,153757320,127176643,51,"C",20,,""
2020,153757338,127174113,21,"C",20,,""
2020,153753403,127174113,49,"C",20,,"N"
2020,153753492,127174194,45,"C",20,,""
2020,153757410,127176706,5,"C",20,,""
2020,153753539,127174231,45,"C",7,,""
2020,153757454,127176738,51,"C",18,,""
2020,153753567,127174252,5,"C",20,,""
2020,153753600,127174276,5,"C",13,,""
2020,153753609,127174285,39,"C",13,,""
2020,153753611,127174285,5,"C",5,,""
2020,153753634,127176779,49,"A",5,,"F"
2020,153757498,127176779,5,"C",5,,""
2020,149838762,123656059,39,"C",13,,""
2020,149838763,123656060,51,"C",20,,""
2020,151623816,125181732,14,"C",13,,""
2020,151632260,125181771,40,"C",20,,""
2020,151623863,125181778,21,"C",18,,""
2020,151623875,125181787,45,"C",20,,""
2020,151623878,125181791,51,"C",20,,""
2020,151632299,125181798,51,"C",20,,""
2020,151632304,125181802,28,"C",13,,""
2020,151632324,125186392,51,"C",20,,""
2020,151632344,125181830,45,"C",18,,""
2020,151632355,125181841,5,"C",21,,""
2020,151632354,125181841,49,"C",21,,"F"
2020,151632370,125181857,5,"C",20,,""
2020,151632369,125181857,51,"C",20,,""
2020,151623967,125181876,45,"C",1,,""
2020,151623979,125181888,40,"C",13,,""
2020,151632423,125181892,5,"C",20,,""
2020,151623996,125186475,45,"C",18,,""
2020,151632505,125181946,45,"C",14,,""
2020,151632509,125181950,44,"C",20,,""
2020,151632510,125181950,5,"C",20,,""
2020,151632527,125181966,44,"C",20,,""
2020,151632528,125181966,5,"C",20,,""
2020,151624102,125186570,41,"C",2,,""
2020,151632624,125182037,41,"C",20,,""
2020,151624199,125182073,5,"C",13,,""
2020,151632673,125182073,27,"C",13,,""
2020,151624266,125182118,51,"C",20,,""
2020,151632749,125186731,41,"C",23,,""
2020,151624292,125182135,51,"C",20,,""
2020,151632770,125182143,23,"C",8,,""
2020,151624325,125186772,11,"C",7,,""
2020,151624326,125186772,45,"C",20,,""
2020,163073733,135434254,45,"C",13,,""
2020,163073729,135434254,51,"C",13,,""
2020,163073773,135439130,16,"C",20,,""
2020,163073787,135439141,45,"C",20,,""
2020,163073790,135439144,5,"C",20,,""
2020,163073791,135439144,45,"C",20,,""
2020,163073985,135439282,5,"C",20,,""
2020,163073987,135439282,27,"C",20,,""
2020,163074066,135439346,5,"C",20,,""
2020,163074078,135439358,21,"C",23,,""
2020,153753593,127176750,49,"C",20,,"N"
2020,153753603,127176757,5,"C",20,,""
2020,153753151,127173921,45,"C",23,,""
2020,153753198,127173959,7,"C",18,,""
2020,153757243,127176573,5,"C",20,,""
2020,153753213,127176573,49,"C",20,,"F"
2020,153757259,127176587,45,"C",20,,""
2020,153757257,127176587,29,"C",20,,""
2020,153753245,127176587,5,"C",20,,""
2020,153757258,127176587,27,"C",20,,""
2020,153757288,127174033,27,"C",13,,""
2020,153753366,127176635,27,"C",13,,""
2020,153757335,127176647,27,"C",13,,""
2020,153753424,127174129,23,"C",8,,""
2020,153753434,127174137,51,"C",20,,""
2020,153757355,127176661,45,"C",8,,""
2020,153753515,127176703,23,"C",7,,""
2020,153757415,127174221,45,"C",20,,""
2020,153757435,127174232,5,"C",18,,""
2020,153753581,127176746,23,"C",12,,""
2020,153753594,127176752,51,"C",20,,""
2020,153753595,127176752,5,"C",20,,""
2020,153757486,127174283,51,"C",20,,""
2020,153753620,127176772,45,"C",18,,""
2020,153753627,127176777,45,"C",18,,""
2020,153757504,127176786,51,"C",20,,""
2020,153757515,127176792,7,"C",30,,""
2020,153753680,127176800,5,"C",20,,""
2020,161135197,133786199,41,"C",23,,""
2020,161137133,133786204,5,"C",13,,""
2020,161135203,133786206,51,"C",25,,""
2020,161135209,133786211,51,"C",20,,""
2020,161135212,133786214,40,"C",13,,""
2020,161137149,133786220,16,"C",13,,""
2020,161135222,133786225,23,"C",8,,""
2020,161137164,133786227,49,"C",20,,"F"
2020,161137171,133786236,5,"C",20,,""
2020,161135233,133786236,51,"C",20,,""
2020,161135234,133786237,7,"C",25,,""
2020,161137178,133786243,49,"C",20,,"N"
2020,161135249,133791211,51,"C",20,,""
2020,161137192,133791210,51,"C",3,,""
2020,161135248,133786251,44,"C",20,,""
2020,161135251,133786253,5,"C",20,,""
2020,161135252,133786255,40,"C",13,,""
2020,161137203,133786262,28,"C",13,,""
2020,161137202,133786262,16,"C",13,,""
2020,161135257,133786261,51,"C",13,,""
2020,161137211,133786266,5,"C",20,,""
2020,151632188,125181716,20,"C",20,,""
2020,151623807,125181720,45,"C",18,,""
2020,151632204,125186316,27,"C",20,,""
2020,151623814,125186316,5,"C",20,,""
2020,151632264,125186353,49,"C",20,,"N"
2020,151632282,125181784,40,"A",13,,""
2020,151623880,125186373,44,"C",20,,""
2020,151632321,125186393,27,"C",20,,""
2020,156996589,130106455,56,"C",20,,""
2020,156996649,130106507,5,"C",20,,""
2020,156996656,130106515,14,"C",13,,""
2020,156980962,130101098,51,"C",20,,""
2020,156996671,130101098,5,"C",20,,""
2020,156996680,130106530,27,"C",14,,""
2020,156980995,130111132,51,"C",20,,""
2020,156996740,130106572,49,"C",20,,"N"
2020,156981070,130111202,51,"C",13,,""
2020,156981162,130106693,27,"C",20,,""
2020,156996891,130111285,7,"C",25,,""
2020,156996908,130106715,5,"C",20,,""
2020,157001192,130106725,45,"C",23,,""
2020,157001191,130106725,41,"C",2,,""
2020,156996928,130106729,51,"C",20,,""
2020,156996962,130111340,45,"C",13,,""
2020,156996963,130111340,51,"C",13,,""
2020,156996980,130106786,14,"C",20,,""
2020,156996983,130106786,21,"C",20,,""
2020,156997018,130111385,5,"C",18,,""
2020,156997030,130111395,51,"C",20,,""
2020,157001302,130111401,14,"C",20,,""
2020,157001328,130106846,5,"C",20,,""
2020,156997079,130111441,14,"C",20,,""
2020,156997087,130111451,5,"C",18,,""
2020,156997085,130111451,27,"C",18,,""
2020,157001373,130111465,5,"C",20,,""
2020,157001380,130106885,45,"C",20,,""
2020,156997318,130107059,51,"C",20,,""
2020,157001661,130111685,14,"C",20,,""
2020,157001678,130107100,5,"C",20,,""
2020,157001688,130111703,41,"C",20,,""
2020,157001692,130111712,23,"C",46,,""
2020,157001705,130107120,16,"C",13,,""
2020,156997422,130107142,49,"C",20,,"N"
2020,157001751,130107159,7,"C",20,,""
2020,157001752,130107159,5,"C",13,,""
2020,157001785,130107177,23,"C",12,,""
2020,157001814,130107208,45,"C",20,,""
2020,156997490,130107208,5,"C",20,,""
2020,157001813,130107208,27,"C",20,,""
2020,156997159,130111505,5,"C",20,,""
2020,157001456,130106944,27,"C",20,,""
2020,157001494,130111557,5,"C",20,,""
2020,157001503,130106972,45,"C",3,,""
2020,156997233,130106985,27,"C",13,,""
2020,156980464,130100722,32,"C",10,,""
2020,163073646,135439035,45,"C",24,,""
2020,163073745,135439106,49,"C",20,,"N"
2020,163073788,135439142,49,"C",20,,"N"
2020,163073807,135439155,40,"C",25,,""
2020,163073874,135439202,39,"C",20,,""
2020,163073873,135439202,16,"C",20,,""
2020,163073924,135439242,28,"C",4,,""
2020,163073925,135439242,14,"C",4,,""
2020,163073998,135439291,29,"C",20,,""
2020,163074046,135439333,45,"C",20,,""
2020,163074076,135439359,14,"C",18,,""
2020,156996299,130106242,36,"C",20,,""
2020,156980609,130106256,16,"C",13,,""
2020,156996337,130106268,39,"C",13,,""
2020,156980651,130106277,40,"A",12,,""
2020,156996355,130106285,51,"C",20,,""
2020,156996358,130106288,51,"C",42,,""
2020,156996359,130106292,16,"C",20,,""
2020,156996360,130106292,35,"C",20,,""
2020,156996376,130106305,16,"C",5,,""
2020,156980696,130100884,27,"C",13,,""
2020,156996397,130106325,27,"C",20,,""
2020,156996405,130106330,45,"C",20,,""
2020,156996411,130106334,44,"C",20,,""
2020,156996452,130100946,51,"C",13,,""
2020,156996467,130100964,5,"C",20,,""
2020,156996466,130100964,51,"C",20,,""
2020,156996484,130106384,45,"C",20,,""
2020,156980835,130100990,5,"C",20,,""
2020,156996495,130100990,51,"C",20,,""
2020,156980862,130101017,51,"C",20,,""
2020,156996546,130101031,5,"C",20,,""
2020,156996545,130101031,51,"C",20,,""
2020,156980896,130106443,51,"C",20,,""
2020,156980909,130101058,21,"C",12,,""
2020,156980910,130101058,45,"C",12,,""
2020,156996632,130101075,49,"C",20,,"F"
2020,156996633,130101075,5,"C",20,,""
2020,156980944,130106501,5,"C",20,,""
2020,156980943,130106501,49,"C",20,,"F"
2020,156996651,130106509,51,"C",20,,""
2020,156980966,130111102,27,"C",20,,""
2020,156980984,130111114,49,"C",19,1,"F"
2020,156996714,130106553,14,"C",18,,""
2020,156996723,130111143,49,"C",20,,"N"
2020,156996724,130111143,5,"C",20,,""
2020,156996755,130111173,28,"C",13,,""
2020,156981061,130106603,21,"C",13,,""
2020,156996839,130106648,5,"C",20,,""
2020,156996859,130106671,44,"C",20,,""
2020,156996865,130111264,45,"C",20,,""
2020,156996880,130111278,21,"C",20,,""
2020,156996958,130111333,44,"C",20,,""
2020,156996993,130106791,5,"C",13,,""
2020,157001285,130111391,23,"C",8,,""
2020,157001294,130106819,23,"C",12,,""
2020,157001307,130111405,45,"C",20,,""
2020,157001340,130111437,49,"C",20,,"N"
2020,156997115,130106884,23,"C",8,,""
2020,157001385,130111477,49,"C",20,,"F"
2020,157001392,130106894,7,"C",18,,""
2020,156996382,130106310,51,"C",11,,""
2020,156996391,130106316,44,"C",11,,""
2020,156996395,130106321,16,"C",5,,""
2020,156996404,130106329,16,"C",20,,""
2020,156980733,130106331,51,"C",20,,""
2020,156980732,130106331,49,"C",20,,"F"
2020,156996406,130106331,5,"C",20,,""
2020,156980731,130106331,27,"C",20,,""
2020,156980739,130106342,49,"C",24,,"F"
2020,156980740,130106342,5,"C",24,,""
2020,156996424,130100915,49,"C",20,,"N"
2020,156996422,130100915,21,"C",20,,""
2020,156996421,130100915,14,"C",20,,""
2020,156996478,130100979,5,"C",20,,""
2020,156980829,130100983,51,"C",20,,""
2020,156980880,130106431,46,"C",20,,""
2020,156980899,130106448,51,"C",20,,""
2020,156996582,130106448,5,"C",20,,""
2020,156980918,130106468,23,"C",7,,""
2020,156996635,130101077,39,"C",13,,""
2020,156996667,130106519,27,"C",20,,""
2020,156996752,130111162,5,"C",20,,""
2020,156996818,130106630,51,"C",18,,""
2020,156996860,130106672,27,"C",20,,""
2020,156981149,130106681,44,"C",20,,""
2020,156996875,130106691,16,"C",13,,""
2020,156996878,130106694,5,"C",20,,""
2020,156996884,130106701,45,"C",18,,""
2020,157001178,130106710,51,"C",20,,""
2020,156996918,130106723,5,"C",13,,""
2020,156996922,130111310,5,"C",13,,""
2020,157001202,130106740,43,"C",20,,""
2020,157001218,130106758,8,"C",20,,""
2020,156996971,130106773,51,"C",20,,""
2020,156996985,130106785,27,"C",20,,""
2020,156997003,130111374,51,"C",20,,""
2020,157001280,130106812,49,"C",20,,"F"
2020,157001281,130106812,5,"C",20,,""
2020,156997037,130111403,51,"C",20,,""
2020,157001303,130111403,5,"C",20,,""
2020,157001299,130111403,45,"C",20,,""
2020,156997046,130106832,23,"C",8,,""
2020,157001322,130111419,45,"C",20,,""
2020,156997073,130111431,46,"C",25,,""
2020,157001359,130106869,49,"A",20,,"F"
2020,157001361,130106869,5,"C",20,,""
2020,156997109,130111472,45,"C",20,,""
2020,163073638,135439029,27,"C",13,,""
2020,163073675,135439060,51,"C",20,,""
2020,163073672,135439060,5,"C",20,,""
2020,163073775,135439134,49,"C",20,,"F"
2020,163073776,135439134,5,"C",20,,""
2020,163073789,135439143,49,"C",20,,"N"
2020,163073836,135439176,39,"C",13,,""
2020,163073854,135439186,49,"C",20,,"N"
2020,163073891,135439215,5,"C",20,,""
2020,163073893,135439215,51,"C",20,,""
2020,163073904,135439223,23,"C",7,,""
2020,163073946,135439253,5,"C",20,,""
2020,163073999,135439294,40,"C",7,,""
2020,163074092,135439364,5,"C",20,,""
2020,163074103,135439371,39,"A",13,,""
2020,156980797,130100961,51,"C",20,,""
2020,156980815,130100978,5,"C",13,,""
2020,156980827,130106388,5,"C",20,,""
2020,156996485,130106388,51,"C",20,,""
2020,156980825,130106388,27,"C",20,,""
2020,156980842,130101001,40,"C",13,,""
2020,156980891,130101040,51,"C",20,,""
2020,156996595,130106460,51,"C",20,,""
2020,156996602,130106469,23,"C",8,,""
2020,156996612,130106477,36,"C",20,,""
2020,156980934,130101073,27,"C",13,,""
2020,156980935,130101073,5,"C",13,,""
2020,156996640,130106504,27,"C",20,,""
2020,156996674,130111103,49,"C",20,,"F"
2020,156980965,130111103,5,"C",20,,""
2020,156996698,130106545,16,"C",13,,""
2020,156996725,130106559,51,"C",20,,""
2020,156981026,130111159,51,"C",20,,""
2020,156981052,130111189,51,"C",20,,""
2020,156981064,130106607,51,"C",20,,""
2020,156981096,130106632,27,"C",23,,""
2020,156981104,130111235,51,"C",18,,""
2020,156981118,130106656,51,"C",20,,""
2020,156996856,130106666,45,"C",20,,""
2020,156981143,130106676,5,"C",20,,""
2020,156981140,130106676,49,"C",20,,"F"
2020,156981167,130106697,5,"C",18,,""
2020,156996879,130106697,27,"C",18,,""
2020,157001179,130111293,51,"C",20,,""
2020,157001187,130106719,5,"C",18,,""
2020,156996925,130111312,23,"C",8,,""
2020,157001197,130111315,5,"C",46,,""
2020,156996931,130111315,51,"C",46,,""
2020,157001211,130111323,5,"C",20,,""
2020,156996977,130111349,23,"C",8,,""
2020,156996995,130106792,5,"C",20,,""
2020,157001337,130111429,51,"C",20,,""
2020,156997083,130111444,7,"C",18,,""
2020,157001350,130111455,5,"C",20,,""
2020,156997084,130111455,27,"C",20,,""
2020,156997086,130111455,39,"C",20,,""
2020,163074104,135439371,16,"C",13,,""
2020,163074111,135439377,40,"C",13,,""
2020,157001413,130111503,5,"C",20,,""
2020,156997174,130106927,29,"C",18,,""
2020,156997177,130106927,5,"C",18,,""
2020,156997176,130106927,40,"C",18,,""
2020,157001463,130106948,39,"C",13,,""
2020,157001508,130111569,51,"C",20,,""
2020,156997240,130111584,27,"C",20,,""
2020,157001556,130107008,27,"C",13,,""
2020,156997262,130107008,5,"C",13,,""
2020,157001588,130111628,5,"C",13,,""
2020,157001592,130111631,5,"C",20,,""
2020,157001591,130111631,49,"C",20,,"N"
2020,157001653,130107085,5,"C",20,,""
2020,157001651,130107085,27,"C",20,,""
2020,156997351,130107085,39,"C",20,,""
2020,156997359,130107092,51,"C",13,,""
2020,156997360,130107092,5,"C",13,,""
2020,156997377,130107106,51,"C",20,,""
2020,157001729,130111736,27,"C",20,,""
2020,157001738,130107145,14,"C",20,,""
2020,156997430,130111747,45,"C",24,,""
2020,157001784,130107178,23,"C",8,,""
2020,157001823,130111812,51,"C",20,,""
2020,156980799,130106373,40,"C",13,,""
2020,156980831,130106391,51,"C",20,,""
2020,156996504,130106399,5,"C",46,,""
2020,156996567,130106440,23,"C",8,,""
2020,156980889,130106440,5,"C",8,,""
2020,156996599,130106464,51,"C",20,,""
2020,156980914,130101061,23,"C",8,,""
2020,156996643,130106506,35,"C",13,,""
2020,156980988,130111120,5,"C",20,,""
2020,156996708,130106550,51,"C",20,,""
2020,156981015,130106571,49,"C",20,,"F"
2020,156981016,130106571,5,"C",20,,""
2020,156996749,130111160,45,"C",43,,""
2020,156981038,130111172,51,"C",20,,""
2020,156981063,130106606,51,"C",20,,""
2020,156981081,130106622,51,"C",20,,""
2020,156996894,130106706,45,"C",20,,""
2020,157001186,130106718,5,"C",41,,""
2020,156996924,130106728,49,"C",20,,"N"
2020,157001195,130106735,40,"C",13,,""
2020,156996951,130111330,51,"C",20,,""
2020,156996961,130106765,51,"C",20,,""
2020,156996975,130106778,51,"C",20,,""
2020,156996989,130106790,5,"C",20,,""
2020,156997012,130106807,21,"C",23,,""
2020,157001296,130106820,39,"C",13,,""
2020,156997038,130106827,45,"C",20,,""
2020,157001344,130106860,45,"C",20,,""
2020,156997101,130106875,5,"C",13,,""
2020,156980705,130106315,44,"C",20,,""
2020,156980704,130106317,27,"C",5,,""
2020,156996407,130106332,51,"C",20,,""
2020,156996425,130100920,5,"C",20,,""
2020,156980743,130100920,49,"C",20,,"N"
2020,156980760,130106355,44,"C",20,,""
2020,156980771,130106359,23,"C",12,,""
2020,156980798,130100963,28,"C",13,,""
2020,156980846,130106403,27,"C",13,,""
2020,156996581,130101052,40,"C",13,,""
2020,156980907,130101057,51,"C",20,,""
2020,156996601,130106467,41,"C",20,,""
2020,156980923,130106481,21,"C",13,,""
2020,156980931,130101070,49,"C",11,,"N"
2020,156996660,130106513,16,"C",46,,""
2020,156996780,130106599,51,"C",20,,""
2020,156996813,130106627,27,"C",13,,""
2020,156996846,130106653,39,"C",13,,""
2020,156996851,130106658,51,"C",20,,""
2020,156981132,130111255,7,"C",13,,""
2020,156981139,130106675,5,"C",20,,""
2020,156996872,130111267,51,"C",20,,""
2020,156981166,130106696,51,"C",20,,""
2020,156996921,130106732,49,"C",20,,"N"
2020,157001199,130106738,21,"C",13,,""
2020,157001224,130106763,44,"C",20,,""
2020,157001250,130111354,5,"C",20,,""
2020,156997005,130106798,49,"C",20,,"N"
2020,156997058,130106842,5,"C",4,,""
2020,157001331,130106850,5,"C",20,,""
2020,156997067,130106850,49,"C",20,,"F"
2020,157001342,130111440,41,"C",20,,""
2020,157001349,130111445,45,"C",20,,""
2020,156997091,130111453,51,"C",13,,""
2020,156997113,130106883,23,"C",8,,""
2020,156996455,130100950,28,"C",13,,""
2020,156980788,130100950,21,"C",20,,""
2020,156980794,130100958,51,"C",20,,""
2020,156996475,130100975,21,"C",20,,""
2020,156996481,130106381,5,"C",5,,""
2020,156980823,130106390,49,"C",20,,"F"
2020,156980824,130106390,5,"C",20,,""
2020,156996503,130106397,5,"C",13,,""
2020,156996512,130106404,44,"C",20,,""
2020,156996522,130101007,5,"C",20,,""
2020,156996540,130106419,5,"C",20,,""
2020,156996539,130106419,49,"C",20,,"N"
2020,156996550,130106427,5,"C",20,,""
2020,156996578,130106446,5,"C",20,,""
2020,156996577,130106446,49,"C",20,,"F"
2020,156996597,130106465,51,"C",20,,""
2020,156996598,130106465,5,"C",20,,""
2020,156980926,130106479,51,"C",18,,""
2020,156980925,130106479,16,"C",18,,""
2020,156996610,130106479,29,"C",18,,""
2020,156980942,130106499,51,"C",20,,""
2020,156996639,130101083,5,"C",20,,""
2020,156996670,130106523,2,"A",8,,""
2020,156980969,130106527,27,"C",18,,""
2020,156980971,130106527,51,"C",18,,""
2020,156980980,130106538,49,"A",19,1,"F"
2020,156980981,130106538,5,"C",19,,""
2020,156981005,130106561,49,"C",19,1,"F"
2020,156981006,130106561,5,"C",19,,""
2020,156981025,130106576,16,"C",13,,""
2020,156996757,130111175,5,"C",20,,""
2020,156996756,130111175,51,"C",20,,""
2020,156996765,130106593,23,"C",23,,""
2020,156996790,130106614,45,"C",20,,""
2020,156996836,130106645,45,"C",20,,""
2020,156981130,130106662,41,"C",14,,""
2020,156996858,130106668,16,"C",13,,""
2020,156981146,130106678,41,"C",20,,""
2020,156996897,130106709,45,"C",23,,""
2020,156996904,130106714,5,"C",20,,""
2020,156996974,130106776,5,"C",20,,""
2020,157001253,130111357,39,"C",13,,""
2020,157001308,130106828,45,"C",20,,""
2020,157001311,130106830,51,"C",13,,""
2020,157001309,130106830,44,"C",20,,""
2020,156997052,130106839,45,"C",12,,""
2020,157001324,130106845,14,"C",20,,""
2020,157001343,130106857,27,"C",23,,""
2020,157001362,130106867,5,"C",20,,""
2020,157001360,130106867,51,"C",20,,""
2020,156997341,130107075,27,"C",20,,""
2020,157001666,130107089,51,"C",23,,""
2020,156997389,130111720,45,"C",20,,""
2020,156997392,130111720,51,"C",20,,""
2020,157001741,130107152,14,"C",13,,""
2020,157001766,130107167,16,"C",18,,""
2020,157001778,130107174,21,"C",20,,""
2020,157001796,130107188,21,"C",20,,""
2020,156997491,130107204,23,"C",8,,""
2020,156997155,130106913,45,"C",20,,""
2020,156997188,130111529,5,"C",20,,""
2020,156997187,130111529,51,"C",20,,""
2020,156997212,130106960,51,"C",20,,""
2020,156997246,130111588,41,"C",23,,""
2020,157001562,130107012,5,"C",20,,""
2020,157001560,130107012,51,"C",20,,""
2020,156997280,130107028,40,"A",13,,""
2020,156997296,130107042,27,"C",13,,""
2020,157001612,130107050,5,"C",13,,""
2020,156997322,130111658,5,"C",5,,""
2020,157001640,130107072,5,"C",20,,""
2020,156997333,130107072,27,"C",20,,""
2020,156997363,130111695,44,"C",19,,""
2020,157001723,130107134,39,"C",20,,""
2020,157001724,130107134,5,"C",13,,""
2020,157001740,130107149,45,"C",35,,""
2020,156997439,130107163,51,"C",20,,""
2020,157001772,130107170,27,"C",3,,""
2020,156997497,130111806,5,"C",20,,""
2020,156997496,130111806,27,"C",20,,""
2020,157001431,130106925,49,"C",20,,"N"
2020,157001432,130106925,5,"C",20,,""
2020,157001435,130111518,51,"C",20,,""
2020,156997193,130106945,27,"C",13,,""
2020,157001474,130111545,44,"C",20,,""
2020,156997208,130111545,5,"C",20,,""
2020,156997230,130111572,7,"C",13,,""
2020,157001523,130111578,51,"C",20,,""
2020,156997245,130106991,14,"C",20,,""
2020,157001564,130111614,23,"C",23,,""
2020,156997279,130107027,23,"C",8,,""
2020,156997287,130107034,23,"C",23,,""
2020,156997297,130107045,45,"C",20,,""
2020,157001641,130107069,27,"C",38,,""
2020,157001652,130111678,45,"C",20,,""
2020,156997365,130107104,44,"C",20,,""
2020,156997367,130107104,51,"C",20,,""
2020,157001719,130111730,41,"C",21,,""
2020,157001770,130111766,21,"C",20,,""
2020,157001779,130111771,40,"C",20,,""
2020,156997468,130107191,5,"C",13,,""
2020,156997493,130107207,5,"C",20,,""
2020,157001736,130111744,44,"C",20,,""
2020,156997435,130111752,5,"C",13,,""
2020,156997434,130111752,27,"C",13,,""
2020,156997448,130111767,51,"C",20,,""
2020,156997449,130111767,5,"C",20,,""
2020,157001787,130111776,45,"C",13,,""
2020,156997461,130111786,51,"C",20,,""
2020,156997476,130111792,16,"C",13,,""
2020,157001821,130111809,27,"C",20,,""
2020,156980613,130106258,40,"C",13,,""
2020,156996327,130106258,29,"A",13,,""
2020,156980635,130100846,5,"C",20,,""
2020,156980641,130100849,27,"C",13,,""
2020,156980642,130100849,5,"C",20,,""
2020,156996346,130100857,40,"C",18,,""
2020,156980662,130100863,45,"C",20,,""
2020,156980664,130100863,5,"C",20,,""
2020,156980669,130106289,32,"C",20,,""
2020,156996362,130100869,16,"C",13,,""
2020,156996396,130100898,40,"C",20,,""
2020,156996431,130106345,51,"C",13,,""
2020,156980749,130106345,39,"C",13,,""
2020,156996434,130100921,41,"C",25,,""
2020,156980780,130100947,27,"C",20,,""
2020,156980781,130100947,51,"C",20,,""
2020,156980800,130100962,39,"C",20,,""
2020,156980813,130100977,21,"C",13,,""
2020,156996489,130106387,27,"C",20,,""
2020,156980841,130106398,5,"C",20,,""
2020,156980840,130106398,27,"C",17,,""
2020,156996523,130101008,51,"C",20,,""
2020,156980851,130101008,29,"C",20,,""
2020,156980857,130101015,21,"C",13,,""
2020,156980871,130106417,39,"C",20,,""
2020,156996553,130101034,5,"C",20,,""
2020,156996561,130106439,49,"C",5,,"F"
2020,156996563,130106439,5,"C",5,,""
2020,156980904,130101055,21,"C",13,,""
2020,156996630,130101074,45,"C",23,,""
2020,156980950,130106502,39,"C",13,,""
2020,156996675,130106526,27,"C",13,,""
2020,156996681,130111109,51,"C",20,,""
2020,156996696,130106544,51,"C",13,,""
2020,151632353,125181836,51,"C",20,,""
2020,151623924,125186416,45,"C",20,,""
2020,151632383,125181866,5,"C",20,,""
2020,151623955,125181866,51,"C",20,,""
2020,151632394,125186442,45,"C",20,,""
2020,151632417,125186456,5,"C",20,,""
2020,151632416,125186456,51,"C",20,,""
2020,151632469,125186487,51,"C",20,,""
2020,151624034,125186507,11,"C",2,,""
2020,151632513,125181952,51,"C",20,,""
