"DATA_YEAR","VICTIM_ID","OFFENDER_ID","RELATIONSHIP_ID","NIBRS_VICTIM_OFFENDER_ID"
2020,147003575,152027486,1,48427233
2020,147000783,152030857,18,48427248
2020,147000793,152027514,24,48427256
2020,147003604,152027528,15,48431420
2020,147003611,152030876,3,48431425
2020,147000831,152030895,18,48427300
2020,147003647,152030901,18,48431459
2020,147003646,152027572,18,48427310
2020,147003641,152027572,1,48431449
2020,147000841,152027572,18,48427307
2020,147003641,152030901,1,48431451
2020,147000839,152030901,1,48427306
2020,147003643,152030901,1,48431452
2020,147000841,152030901,18,48427308
2020,147003646,152030901,18,48431457
2020,147003647,152027572,18,48431458
2020,147003643,152027572,1,48427304
2020,147000839,152027572,1,48431454
2020,147003684,152027610,18,48431497
2020,147003697,152027620,27,48431505
2020,147003697,152027621,18,48431507
2020,147000892,152027621,18,48427369
2020,147000892,152027620,27,48427368
2020,147003701,152030954,18,48431511
2020,147003705,152030966,18,48431516
2020,147003713,152027637,18,48427385
2020,147003714,152027637,18,48431525
2020,147003714,152027639,18,48431524
2020,147003713,152027639,18,48431523
2020,147000914,152027639,18,48427384
2020,147000914,152027637,18,48431522
2020,147000916,152030974,18,48427388
2020,147000915,152030974,18,48427387
2020,137572486,142413451,16,44155704
2020,137572552,142413534,3,44157890
2020,137577168,142413552,5,44157901
2020,137572566,142413552,5,44155757
2020,137577185,142413560,24,44155772
2020,137577185,142419729,24,44155774
2020,137577370,142413773,18,44155896
2020,137577370,142413770,18,44158034
2020,137577370,142413772,18,44155895
2020,137572836,142419990,16,44155916
2020,137577419,142413828,14,44155926
2020,146997401,152026322,18,48425313
2020,146997562,152026469,18,48425459
2020,147000445,152026529,16,48425515
2020,146997661,152026569,18,48425552
2020,146997739,152026648,18,48425634
2020,146997739,152026651,18,48425632
2020,146997739,152026650,18,48425631
2020,146997860,152026774,18,48425737
2020,146997868,152030551,24,48425747
2020,147002906,152026813,18,48425792
2020,147002998,152026893,24,48425873
2020,147003051,152030586,18,48425923
2020,147003184,152027084,18,48426041
2020,147003309,152027200,18,48426138
2020,147003318,152027210,18,48426147
2020,147003361,152027251,18,48426188
2020,137576992,142413366,26,44155662
2020,137577009,142413381,3,44155680
2020,137572480,142419614,3,44155700
2020,137577090,142413477,1,44155723
2020,137572516,142419660,3,44157870
2020,137577096,142419660,16,44155727
2020,137577094,142419660,4,44155725
2020,137572599,142419751,18,44157922
2020,137577306,142419879,18,44155854
2020,137577306,142419877,18,44158000
2020,137577303,142419879,18,44155851
2020,137577303,142419880,18,44155852
2020,137577303,142419877,18,44155849
2020,137577306,142419878,18,44155853
2020,137577306,142419880,18,44155855
2020,136551236,141448876,3,43668434
2020,136551285,141448926,24,43664492
2020,136551285,141443840,1,43664493
2020,136553719,141443921,3,43664520
2020,137577303,142419878,18,44155850
2020,137572795,142419953,18,44158030
2020,137577410,142413820,25,44158056
2020,137572841,142419995,25,44158060
2020,137572841,142413820,3,44155922
2020,137577410,142419995,3,44158057
2020,137577418,142413827,18,44155925
2020,137577427,142413845,3,44155931
2020,137577451,142420039,16,44155948
2020,148938471,153921705,15,49267005
2020,148938480,153927339,3,49267013
2020,148938484,153927344,27,49267019
2020,148938486,153927341,14,49267017
2020,148938500,153927359,18,49267035
2020,148938508,153927365,3,49267045
2020,148938528,153927382,24,49267064
2020,148938545,153927402,16,49267081
2020,148938551,153927405,18,49267090
2020,148938553,153927405,18,49267093
2020,148938559,153927407,18,49267106
2020,148938555,153927407,18,49267096
2020,148938556,153927407,18,49267098
2020,148938559,153927405,18,49267105
2020,148938557,153927405,18,49267100
2020,148938556,153927405,18,49267097
2020,148938557,153927407,18,49267102
2020,148938563,153927405,18,49267107
2020,148938563,153927407,18,49267108
2020,148938555,153927405,18,49267095
2020,148938553,153927407,18,49267094
2020,148938551,153927407,18,49267091
2020,148938584,153927436,18,49267139
2020,148938584,153927435,18,49267140
2020,148938619,153927469,18,49267177
2020,148938625,153927475,18,49267183
2020,148938625,153927473,1,49260897
2020,146997424,152026346,18,48425334
2020,146997434,152026352,14,48425342
2020,146997506,152030482,17,48425406
2020,146997507,152030482,19,48425409
2020,146997529,152026437,24,48425425
2020,146997530,152026435,24,48425428
2020,146997530,152026437,24,48425427
2020,146997529,152026435,24,48425426
2020,146997592,152026500,16,48425491
2020,146997588,152026500,24,48425487
2020,146997716,152026627,18,48425611
2020,146997816,152030539,3,48425703
2020,147003082,152026982,18,48425959
2020,147003087,152026988,18,48425965
2020,147003104,152027002,1,48425978
2020,147003177,152027072,1,48426039
2020,147003192,152027085,24,48426053
2020,147003189,152027090,24,48426046
2020,147003189,152027085,24,48426049
2020,147003189,152027088,24,48426048
2020,147003192,152027090,24,48426051
2020,147003192,152027088,24,48426052
2020,147003206,152027111,1,48426065
2020,147003205,152027111,1,48426064
2020,147003204,152027111,1,48426063
2020,135770398,140683477,3,43308526
2020,146997240,152030337,3,48425158
2020,146997337,152030418,16,48425255
2020,146997336,152030418,3,48425254
2020,147000372,152026270,17,48426843
2020,146997405,152026324,24,48425317
2020,147000536,152027148,18,48427013
2020,147000571,152027281,18,48426210
2020,147003393,152027284,18,48426216
2020,147003396,152027285,3,48427049
2020,147000582,152030666,3,48427054
2020,147003405,152027294,18,48426228
2020,147000625,152027325,3,48426261
2020,147000630,152030719,3,48427093
2020,147003453,152027338,3,48426276
2020,147003460,152027345,18,48426281
2020,147000652,152030737,14,48427116
2020,147000667,152027371,3,48426293
2020,147000673,152030756,3,48426294
2020,147003501,152030777,18,48426313
2020,147003498,152030777,18,48426310
2020,147003500,152030777,18,48426312
2020,147003499,152030777,18,48426311
2020,147003510,152030783,18,48426322
2020,147003508,152030783,18,48426320
2020,147003509,152030783,18,48426321
2020,147000705,152030787,18,48427165
2020,147000708,152027421,18,48427169
2020,147000709,152030792,24,48426331
2020,147000711,152030791,24,48426332
2020,147000709,152030791,24,48427170
2020,135770446,140683537,3,43308561
2020,135770466,140683558,19,43308572
2020,135770465,140683558,17,43308570
2020,135770465,140683559,16,43308571
2020,135770464,140683558,17,43308568
2020,135770464,140683559,16,43308569
2020,135770466,140683559,16,43308573
2020,142845990,147691917,3,46535288
2020,142846001,147700189,24,46535294
2020,142846000,147700189,17,46535293
2020,142846006,147691946,3,46535303
2020,142846011,147700200,18,46535306
2020,142846011,147700205,1,46535313
2020,142846011,147691943,18,46537933
2020,142846011,147700203,1,46535309
2020,142846011,147700202,18,46535308
2020,142848188,147700219,12,46537940
2020,142846030,147700225,5,46535328
2020,142846040,147700242,4,46535338
2020,142846046,147700244,3,46537960
2020,142848211,147700243,3,46537961
2020,142846042,147700243,24,46535340
2020,142846041,147700243,24,46535339
2020,142846055,147691992,24,46535351
2020,142846055,147691991,24,46537967
2020,142848223,147700256,24,46537977
2020,142848222,147692005,24,46537973
2020,142848223,147700255,24,46537975
2020,142846063,147700256,18,46535369
2020,142848222,147700255,24,46537972
2020,142848224,147700255,24,46537978
2020,142848222,147700256,24,46537974
2020,142848221,147700255,24,46535364
2020,142848221,147700256,24,46535366
2020,142848224,147692005,24,46537979
2020,142848224,147700256,24,46537980
2020,142846063,147700255,18,46535367
2020,142848221,147692005,24,46535365
2020,142848223,147692005,24,46537976
2020,136551229,141448871,24,43664465
2020,136551229,141448869,1,43664464
2020,148828313,153817036,18,49210469
2020,146997798,152026715,18,48425688
2020,146997808,152026726,24,48425696
2020,146997848,152026763,18,48425725
2020,146997863,152030548,24,48425740
2020,147002933,152030560,18,48425809
2020,147002937,152026839,18,48425812
2020,147002942,152026844,13,48426958
2020,147003009,152026904,24,48425886
2020,147003013,152026907,18,48425889
2020,147003065,152030589,18,48425934
2020,147000516,152027031,18,48426989
2020,147003195,152027099,3,48426057
2020,142848226,147700258,24,46537981
2020,142848235,147700274,18,46537991
2020,142848248,147692056,3,46537995
2020,142848247,147692056,3,46537994
2020,142846202,147700394,19,46535515
2020,142846292,147700478,1,46535566
2020,142846292,147700476,1,46535565
2020,142848474,147692287,9,46538175
2020,142848613,147692435,3,46538269
2020,142848656,147700750,3,46538290
2020,142848668,147700762,1,46535674
2020,142848668,147700761,1,46535673
2020,142846581,147700796,1,46535693
2020,142848729,147692561,1,46535709
2020,142846643,147700880,21,46535735
2020,142848784,147692602,18,46535754
2020,142848800,147700921,3,46538360
2020,142848828,147692651,3,46538373
2020,142846207,147700399,16,46538085
2020,142846207,147700398,1,46538084
2020,142846300,147700486,16,46538147
2020,142846336,147692275,3,46538170
2020,142848484,147700565,18,46535595
2020,142848501,147700574,16,46538193
2020,142848638,147692460,3,46535667
2020,142846556,147700768,18,46538295
2020,142846556,147700767,18,46535678
2020,142846773,147700998,19,46535800
2020,142847221,147693125,24,46536065
2020,142849296,147693125,24,46538682
2020,142847223,147693125,1,46536066
2020,142847219,147693125,24,46536064
2020,142849000,147701121,9,46535870
2020,142848938,147701063,18,46538451
2020,142848938,147701060,18,46538448
2020,142848937,147701061,18,46538442
2020,142848937,147701066,18,46538447
2020,142848937,147701063,18,46538444
2020,142848938,147701065,18,46538453
2020,142848938,147701064,18,46538452
2020,142848935,147701066,18,46538440
2020,142848937,147701062,18,46538443
2020,142848938,147701066,18,46538454
2020,142848935,147701065,18,46538439
2020,142848935,147701060,18,46538434
2020,142848937,147701060,18,46538441
2020,142848937,147701064,18,46538445
2020,142848935,147701061,18,46538435
2020,142848935,147701062,18,46538436
2020,142848938,147701061,18,46538449
2020,142848938,147701062,18,46538450
2020,142848935,147701064,9,46538438
2020,142848935,147701063,18,46538437
2020,142848937,147701065,18,46538446
2020,142848998,147701121,3,46535867
2020,142846900,147701135,18,46538502
2020,142849123,147692946,3,46535947
2020,142849166,147692975,24,46535988
2020,142849166,147692976,24,46535989
2020,142849166,147692974,24,46535986
2020,142849162,147692974,24,46535979
2020,142847072,147692975,24,46538597
2020,142847072,147692974,24,46538595
2020,142849162,147692976,1,46538594
2020,142847072,147692976,24,46538599
2020,142849162,147692975,24,46535980
2020,142847195,147693100,1,46538664
2020,142846215,147700407,3,46535527
2020,142848367,147700436,18,46538122
2020,142848368,147700436,18,46538125
2020,142848408,147700484,1,46538148
2020,142848478,147692292,21,46538177
2020,142846366,147700566,21,46538190
2020,142846391,147692327,3,46535603
2020,142846476,147692409,3,46535630
2020,142848679,147692503,21,46535683
2020,142848720,147692553,21,46535704
2020,142846638,147692586,18,46538343
2020,142846638,147692583,18,46535728
2020,142846638,147692585,18,46538342
2020,142846638,147692581,1,46535726
2020,142846638,147692582,18,46535727
2020,142846638,147692584,18,46535729
2020,142846712,147692646,3,46535776
2020,142848881,147700997,18,46538405
2020,142846776,147700997,18,46538402
2020,142848879,147700997,18,46538397
2020,146997479,152026387,18,48425386
2020,146997579,152026491,18,48425480
2020,146997629,152026541,9,48425524
2020,147003016,152026911,18,48425891
2020,147003039,152026940,4,48425913
2020,147003036,152026940,5,48425910
2020,147003072,152026974,18,48425942
2020,147003234,152027139,3,48426082
2020,147003278,152027172,18,48426118
2020,147003328,152027219,3,48426156
2020,147003352,152027241,1,48426180
2020,142846002,147700192,17,46535295
2020,142846005,147691944,3,46535299
2020,142846164,147700355,24,46535493
2020,142848307,147700380,6,46538069
2020,142848340,147700406,1,46538090
2020,142846279,147692213,18,46538133
2020,142846279,147700455,18,46535557
2020,142846279,147692214,18,46538134
2020,142846279,147692218,1,46538136
2020,142846279,147692216,18,46538135
2020,142848520,147700608,3,46535611
2020,142848624,147692445,19,46538277
2020,142846531,147692459,3,46538286
2020,142848661,147692478,1,46538292
2020,142846559,147692500,3,46535681
2020,142848742,147700847,3,46538332
2020,142846631,147700866,3,46535722
2020,142846648,147692599,21,46535740
2020,142846653,147700890,3,46535750
2020,142846677,147700920,16,46538359
2020,142848852,147700975,24,46538385
2020,142848882,147692711,24,46538404
2020,142848894,147692716,1,46538414
2020,142846789,147692716,3,46535816
2020,142848960,147692782,1,46535847
2020,142848955,147692788,18,46538462
2020,142848960,147692788,1,46535848
2020,142848955,147692782,18,46535846
2020,142846964,147692883,25,46535918
2020,142846960,147692883,17,46535915
2020,142846960,147692884,13,46538541
2020,142846964,147692882,5,46535917
2020,142846964,147692884,21,46538544
2020,142846960,147692882,25,46535914
2020,142849076,147692903,21,46538551
2020,142849087,147701212,18,46538559
2020,142847030,147701264,24,46535952
2020,142847030,147701262,24,46535951
2020,142849142,147692960,18,46538581
2020,142849139,147692961,18,46535964
2020,142849142,147692961,18,46538582
2020,142849139,147692960,18,46535962
2020,142849288,147693116,1,46538674
2020,142849288,147701422,1,46536056
2020,142849288,147693117,1,46536058
2020,142849309,147693149,5,46538697
2020,142849299,147693131,5,46538685
2020,142849252,147693070,18,46536041
2020,148938473,153927333,18,49267011
2020,148938491,153927349,9,49267022
2020,148938529,153927383,1,49267065
2020,148938529,153927384,24,49267066
2020,148938530,153927385,18,49267067
2020,146997187,152026144,18,48426680
2020,146997230,152030326,24,48425151
2020,146997229,152030326,1,48426728
2020,146997228,152026178,18,48426727
2020,146997228,152030326,1,48426726
2020,146997229,152026178,1,48426729
2020,146997230,152026178,24,48425152
2020,146997267,152026190,3,48425188
2020,146997278,152030362,3,48425196
2020,147000318,152030375,9,48426780
2020,147000318,152030374,18,48426781
2020,147000336,152030394,18,48426804
2020,146997347,152026268,21,48425271
2020,146997378,152026304,1,48425296
2020,146997378,152026303,4,48425297
2020,149050994,154034801,3,49312678
2020,149047387,154040018,15,49317803
2020,149051123,154034938,17,49312748
2020,149051147,154034958,3,49317777
2020,149051214,154040033,18,49312802
2020,149051215,154040033,18,49312803
2020,149051183,154039998,27,49312785
2020,149051182,154039998,24,49312784
2020,147003699,152027627,24,48431509
2020,147003719,152030973,18,48431528
2020,147000944,152030990,24,48431541
2020,147000944,152030989,24,48431540
2020,147003751,152031009,7,48431561
2020,147000974,152031023,18,48427463
2020,147003830,152027752,17,48427518
2020,147001137,152031188,27,48431742
2020,147003953,152031202,1,48431756
2020,147001152,152027846,18,48427628
2020,147001153,152027846,18,48427630
2020,147001152,152027847,18,48427629
2020,147001153,152027847,18,48427631
2020,147003964,152031216,18,48431764
2020,147001164,152027853,18,48431775
2020,147003964,152027854,18,48431767
2020,147003960,152027854,18,48431762
2020,147001164,152031216,18,48431774
2020,147003967,152031216,18,48431769
2020,147003964,152027853,18,48431766
2020,147001164,152027854,18,48427647
2020,147003967,152027853,18,48431771
2020,147003967,152027854,18,48431772
2020,147003960,152027853,18,48431761
2020,147003960,152031216,18,48427642
2020,147003980,152031236,14,48431797
2020,147003980,152031237,14,48431796
2020,147003994,152027870,3,48431813
2020,147004039,152031297,27,48431847
2020,147004048,152031303,20,48427724
2020,147004092,152027966,18,48431895
2020,147004092,152031350,27,48431894
2020,147004091,152031350,3,48431892
2020,147004091,152027966,18,48431893
2020,147001290,152027976,18,48431898
2020,147001342,152028014,17,48431929
2020,147004173,152031433,3,48427845
2020,147001464,152031510,3,48427914
2020,147004259,152031515,3,48432065
2020,147004291,152031539,1,48427935
2020,147001521,152031558,3,48432119
2020,147004311,152028183,18,48432130
2020,147004342,152031590,18,48432169
2020,149050699,154034489,18,49317437
2020,149046911,154034512,27,49317448
2020,149046910,154034513,18,49312456
2020,149046910,154034512,27,49312455
2020,149046911,154034513,18,49317449
2020,149050736,154034533,5,49317456
2020,149050800,154034600,3,49312515
2020,149047021,154034647,1,49312551
2020,149047038,154034660,18,49312558
2020,149050935,154034749,5,49312634
2020,149047421,154039259,1,49317828
2020,139659369,144523810,17,45112698
2020,139659407,144529515,3,45112722
2020,139659446,144523890,1,45112747
2020,139663853,144529544,21,45108662
2020,139659513,144523956,21,45112789
2020,139659533,144523973,18,45108713
2020,139659533,144529640,16,45112802
2020,139659533,144529641,16,45112803
2020,139659551,144523994,3,45112814
2020,139664020,144529715,3,45108777
2020,139659724,144529772,3,45112918
2020,139664125,144529813,13,45108821
2020,139664134,144529823,16,45112947
2020,139659813,144524275,9,45112966
2020,139659813,144524276,9,45112967
2020,139659905,144524368,1,45113013
2020,139659948,144524429,18,45113035
2020,139664236,144524429,16,45108867
2020,139664436,144530139,3,45108953
2020,139664459,144530163,16,45108974
2020,139660316,144524873,3,45108991
2020,139660326,144524880,18,45113256
2020,139660450,144535008,4,45113327
2020,139660544,144535096,25,45109067
2020,139660544,144535094,3,45113371
2020,139660546,144535096,3,45113373
2020,139660546,144535094,25,45113372
2020,139660585,144530336,14,45113391
2020,139660585,144535135,14,45109075
2020,139660689,144535241,21,45113455
2020,139664682,144535242,3,45113460
2020,139664697,144530414,16,45113472
2020,139664725,144535331,15,45113517
2020,139660831,144535366,19,45113540
2020,139660890,144535440,17,45113581
2020,139664839,144535512,17,45113619
2020,139663733,144523776,3,45108580
2020,139663762,144529468,24,45108605
2020,139659359,144529468,24,45112688
2020,139659359,144529466,24,45112686
2020,139659359,144529467,24,45112687
2020,139663762,144529466,24,45112689
2020,139663762,144529467,24,45112690
2020,139659451,144523897,3,45112753
2020,139663881,144529578,1,45108679
2020,139659476,144523932,1,45112771
2020,139663916,144529608,3,45108695
2020,139664032,144524116,1,45112887
2020,139664060,144524147,19,45108795
2020,139659794,144524255,18,45112952
2020,139659792,144524255,18,45112951
2020,139659928,144524398,5,45113024
2020,139659970,144524444,15,45113051
2020,139660143,144524650,3,45113122
2020,139664362,144524650,19,45113123
2020,139660189,144524735,3,45113149
2020,139664448,144524818,24,45113217
2020,139660302,144524858,3,45113248
2020,139660398,144530238,1,45113292
2020,139660435,144530262,21,45113319
2020,139660435,144534990,16,45109037
2020,139660568,144535117,3,45113380
2020,139660638,144535187,18,45113423
2020,139660726,144530405,5,45109113
2020,139664707,144535292,16,45109121
2020,139660805,144535345,15,45113524
2020,139660808,144535345,15,45109140
2020,139664769,144530491,24,45109163
2020,139664796,144535437,15,45113579
2020,139659364,144529471,21,45108609
2020,139659377,144523819,1,45112704
2020,139659408,144523852,3,45112723
2020,139659437,144529531,1,45112740
2020,139659447,144529546,3,45112748
2020,139663880,144529577,3,45108678
2020,139659502,144523949,24,45112785
2020,139659524,144529633,21,45112799
2020,139663947,144523988,24,45112812
2020,139663947,144523986,16,45112810
2020,139659595,144529687,18,45112840
2020,139659595,144524043,18,45108759
2020,139659637,144529706,3,45112864
2020,139659710,144524166,24,45112909
2020,139659712,144524166,24,45112911
2020,139659735,144524200,1,45112925
2020,139664135,144529824,1,45108826
2020,139659811,144524274,18,45112965
2020,139659865,144524325,3,45108848
2020,139659902,144524365,15,45113012
2020,139659910,144524371,3,45113017
2020,139659935,144524406,18,45113027
2020,139659935,144524405,18,45113026
2020,139664370,144524672,1,45108920
2020,139664370,144524669,1,45108918
2020,139664370,144524671,1,45108919
2020,139664375,144524679,3,45108922
2020,139660167,144524697,3,45108924
2020,139660200,144530105,3,45113152
2020,139664430,144524787,3,45113172
2020,139664441,144524803,1,45108958
2020,139664440,144524803,1,45108957
2020,139660257,144524803,1,45113201
2020,139664453,144524823,18,45108967
2020,139660275,144524824,18,45108965
2020,139660275,144524826,18,45113222
2020,139660275,144524823,18,45113220
2020,139664453,144524826,18,45113224
2020,139664453,144524824,18,45108968
2020,139664475,144524862,3,45108987
2020,139660356,144524918,3,45113281
2020,139660368,144524933,17,45113283
2020,139664583,144535052,16,45113347
2020,139660534,144530316,3,45113366
2020,139660680,144530385,14,45113448
2020,139660718,144535261,24,45113466
2020,139660727,144530406,1,45113470
2020,139660783,144535323,24,45109136
2020,139660809,144530455,19,45113527
2020,139660809,144530453,13,45113526
2020,139660892,144530505,1,45113583
2020,139660962,144530545,18,45113623
2020,139659344,144523787,24,45112675
2020,139659381,144523822,3,45112706
2020,139659409,144523853,14,45112724
2020,139659507,144529621,9,45112788
2020,139659519,144529628,3,45108709
2020,139659576,144524023,18,45112821
2020,139659580,144524023,18,45112823
2020,139663973,144524023,18,45112822
2020,139659656,144529722,13,45108779
2020,139659694,144529755,1,45108794
2020,139659727,144524187,21,45112921
2020,139659737,144529794,3,45112926
2020,139659984,144524454,24,45113059
2020,139659985,144524454,24,45113062
2020,139664251,144524454,24,45113061
2020,139660170,144524705,18,45113135
2020,139660170,144524703,18,45113133
2020,139660170,144524704,18,45108925
2020,139660216,144524751,1,45108936
2020,139660210,144524751,3,45108935
2020,139660222,144524762,18,45113157
2020,139660223,144524762,9,45113160
2020,139664476,144530175,24,45113250
2020,139660332,144524884,3,45108998
2020,139660361,144530213,3,45109014
2020,139660441,144530266,3,45113322
2020,139664559,144535005,5,45113326
2020,139664559,144535003,3,45109042
2020,139660540,144530318,15,45109065
2020,139660538,144530318,15,45113368
2020,139660570,144535118,5,45113381
2020,139664634,144530343,4,45109076
2020,139660589,144530343,3,45113394
2020,139660651,144535195,21,45113427
2020,139660658,144535208,14,45113434
2020,139660658,144535207,14,45113433
2020,139660658,144535206,16,45109091
2020,139664684,144535248,5,45109107
2020,139660730,144530415,21,45113473
2020,139660751,144535286,24,45113489
2020,139660928,144535470,5,45109198
2020,139660946,144530538,24,45113614
2020,139660946,144530536,24,45113613
2020,139663723,144529419,15,45108574
2020,139663754,144529452,24,45108598
2020,139663754,144523795,24,45108599
2020,139659361,144529469,3,45112693
2020,139659450,144529554,1,45108667
2020,139663878,144529574,24,45108677
2020,139659504,144523951,3,45108700
2020,139659541,144523984,24,45112806
2020,139659555,144523998,18,45112818
2020,139663975,144524025,16,45112824
2020,139664038,144524123,24,45108785
2020,139664038,144524121,24,45112894
2020,139664038,144524122,24,45112895
2020,139664148,144529838,1,45108833
2020,139659885,144529883,3,45113005
2020,139659981,144524450,18,45113057
2020,139659981,144524451,18,45108878
2020,139659981,144524449,18,45113056
2020,139659981,144524452,18,45113058
2020,139660035,144524519,24,45113083
2020,139660049,144524531,16,45113087
2020,139664427,144524783,16,45113169
2020,139664429,144524783,16,45108946
2020,139664445,144530146,24,45108961
2020,139664445,144530145,24,45108960
2020,139664445,144530147,24,45113204
2020,139664445,144530149,24,45113205
2020,139664466,144524854,25,45113246
2020,139660299,144524854,3,45113242
2020,139664466,144524852,3,45113244
2020,139660299,144524852,25,45108977
2020,139660313,144530181,3,45108988
2020,139660402,144524958,24,45113297
2020,139664533,144524958,24,45113295
2020,139660530,144535084,19,45113363
2020,139664622,144535120,3,45113383
2020,139664641,144535149,3,45109079
2020,139660654,144530372,5,45109090
2020,139660664,144530375,3,45113439
2020,139664737,144535350,18,45109141
2020,139660878,144530501,18,45109185
2020,139660959,144535514,19,45113620
2020,139660960,144535514,24,45113621
2020,139659345,144529447,3,45112676
2020,139659402,144523847,1,45112717
2020,139659415,144523860,3,45112728
2020,139659438,144529532,1,45112741
2020,139659438,144523885,1,45108656
2020,139663871,144529566,18,45108675
2020,139663871,144529565,18,45108674
2020,139663871,144529568,18,45112763
2020,139663871,144529564,18,45108673
2020,139659491,144523941,21,45112779
2020,139663962,144524006,5,45108733
2020,139659563,144524006,3,45112819
2020,139659588,144524035,3,45108743
2020,139659791,144524257,24,45112950
2020,139659818,144529846,3,45112970
2020,139659834,144524292,1,45112981
2020,139659922,144529911,16,45113020
2020,139664212,144529911,16,45108857
2020,139659929,144524400,5,45108859
2020,139659945,144524423,21,45113029
2020,139659971,144529936,18,45113052
2020,139659972,144529936,18,45113053
2020,139659975,144529941,18,45113055
2020,139660142,144524654,1,45108912
2020,139660140,144524654,1,45113120
2020,139664385,144524699,24,45108926
2020,139660294,144524843,3,45113233
2020,139660334,144524892,18,45113265
2020,139660334,144524891,18,45113264
2020,139660345,144530205,24,45113273
2020,139660375,144530224,3,45113288
2020,139660401,144524959,3,45109023
2020,139664554,144534992,3,45109038
2020,139660453,144530268,3,45113330
2020,139660483,144535041,24,45109056
2020,139660519,144535073,18,45113357
2020,139660525,144535073,18,45113360
2020,139664603,144535073,18,45109064
2020,139660529,144535073,18,45113362
2020,139660520,144535073,18,45113358
2020,139660713,144530399,24,45113463
2020,139660714,144530399,24,45109112
2020,139660713,144530401,24,45109110
2020,139664692,144530399,24,45113464
2020,139664692,144530401,24,45109111
2020,139660714,144530401,24,45113465
2020,139664738,144530457,17,45113533
2020,139660811,144530457,17,45113529
2020,139660812,144535349,5,45113530
2020,139660811,144535349,25,45113528
2020,139660812,144530457,25,45113531
2020,139664738,144535349,18,45113532
2020,139664740,144530457,18,45109144
2020,139664740,144535349,5,45109142
2020,139660822,144535359,18,45113538
2020,139660824,144535359,18,45113539
2020,139664753,144530474,3,45113541
2020,139660879,144535430,18,45113577
2020,139660942,144535493,16,45113611
2020,139660942,144535492,16,45113610
2020,139663748,144529448,26,45108594
2020,139659355,144523797,24,45112680
2020,139659355,144523796,24,45108600
2020,139659355,144523798,24,45112681
2020,139659367,144529473,18,45112697
2020,139659367,144529472,18,45112696
2020,139663824,144523859,24,45108648
2020,139663856,144529548,24,45108664
2020,139659516,144523962,18,45112791
2020,139663936,144523974,19,45108714
2020,139659548,144523987,1,45112809
2020,139659554,144523997,1,45112817
2020,139659677,144529737,15,45108788
2020,139659720,144524175,9,45112915
2020,139664107,144529792,24,45108814
2020,139659733,144529792,24,45112922
2020,139659751,144524213,18,45112932
2020,139659751,144524212,18,45112931
2020,139664126,144524229,3,45108822
2020,139659805,144529836,24,45112962
2020,139659909,144524372,25,45113016
2020,139659909,144524370,18,45113015
2020,139664377,144524682,1,45113126
2020,139660187,144524726,14,45113145
2020,139660187,144524728,25,45113146
2020,139660185,144524726,25,45113143
2020,139660185,144524728,14,45113144
2020,139660261,144524809,21,45113202
2020,139664471,144524859,18,45108984
2020,139660305,144524859,18,45108982
2020,139664496,144524896,25,45113267
2020,139660339,144530198,25,45109005
2020,139664496,144530198,19,45109003
2020,139660339,144524896,19,45109004
2020,139660575,144535128,3,45113386
2020,139664639,144535140,15,45113397
2020,139660637,144535184,24,45109086
2020,139660684,144535232,3,45113449
2020,139664683,144535243,24,45113461
2020,139660691,144535243,1,45113457
2020,139660693,144535243,24,45113459
2020,139660692,144535243,1,45113458
2020,139660725,144535270,14,45113469
2020,139659373,144523811,18,45108613
2020,139663809,144529509,1,45108635
2020,139659404,144529509,1,45108638
2020,139663809,144529510,1,45108636
2020,139659404,144529510,1,45108639
2020,139659412,144523857,3,45112726
2020,139659532,144523972,16,45112801
2020,139659634,144529702,18,45112862
2020,139659631,144529702,18,45112860
2020,139659670,144529734,17,45112892
2020,139659740,144524204,18,45112929
2020,139659810,144524273,21,45112964
2020,139659859,144524318,1,45112988
2020,139659859,144524321,1,45112989
2020,139659876,144524331,5,45113001
2020,139659874,144524331,3,45113000
2020,139659873,144524331,16,45112999
2020,139664215,144524395,3,45108858
2020,139659965,144524438,24,45113049
2020,139664239,144524437,24,45108874
2020,139659965,144524437,24,45113048
2020,139664239,144524438,24,45108875
2020,139659987,144524460,3,45113064
2020,139660003,144524470,16,45113073
2020,139660002,144524470,16,45113072
2020,139664354,144524635,1,45113110
2020,139664353,144524636,1,45108909
2020,139664353,144524635,26,45113107
2020,139664353,144524634,1,45113105
2020,139664354,144524634,1,45113109
2020,139664354,144524636,1,45113111
2020,139664428,144530126,24,45113167
2020,139664428,144524780,24,45108945
2020,139664428,144530127,24,45113168
2020,139664449,144524825,14,45113218
2020,139660325,144524875,3,45113255
2020,139664485,144524883,25,45108995
2020,139660329,144524882,25,45113257
2020,139664485,144524882,19,45113259
2020,139660329,144524883,19,45113258
2020,139664492,144524893,1,45113263
2020,139664492,144524894,3,45109001
2020,139664510,144524917,18,45113280
2020,139664510,144524916,18,45109010
2020,139660437,144530263,3,45113320
2020,139664564,144535014,19,45109046
2020,139660470,144535028,11,45113337
2020,139660569,144535115,1,45109070
2020,139664620,144535115,1,45113379
2020,139664648,144530360,18,45109083
2020,139660634,144530360,18,45113420
2020,139660632,144530360,18,45113416
2020,139660661,144535209,21,45113436
2020,139660685,144535233,18,45113450
2020,139660703,144535253,1,45109109
2020,139660772,144535312,16,45113509
